text,label_manual
Produknya lumayan penyok.,Negatif
Pelayanannya benar-benar kasar.,Negatif
Produknya agak mantap.,Positif
Pelayanannya benar-benar keren.,Positif
Kualitasnya agak halus.,Positif
Barang ini lumayan kasar.,Negatif
Pelayanannya terlalu palsu.,Negatif
Pengirimannya cukup bagus.,Positif
Pengirimannya agak mantap.,Positif
Bahannya terlalu bagus.,Positif
Pengirimannya benar-benar palsu.,Negatif
Bahannya sangat rusak.,Negatif
Pengirimannya lumayan jelek.,Negatif
Barang ini agak palsu.,Negatif
Produknya sangat lambat.,Negatif
Pelayanannya lumayan halus.,Positif
Produknya sangat halus.,Positif
Paketnya sangat original.,Positif
Barang ini sangat rusak.,Negatif
Paketnya terlalu mantap.,Positif
Paketnya sangat halus.,Positif
Produknya lumayan palsu.,Negatif
Pengirimannya benar-benar rusak.,Negatif
Barang ini benar-benar bagus.,Positif
Paketnya cukup rusak.,Negatif
Pengirimannya sangat kasar.,Negatif
Barang ini benar-benar kasar.,Negatif
Paketnya cukup penyok.,Negatif
Pengirimannya sangat original.,Positif
Bahannya agak buruk.,Negatif
Pengirimannya benar-benar bagus.,Positif
Paketnya sangat cepat.,Positif
Barang ini sangat rusak.,Negatif
Pelayanannya sangat jelek.,Negatif
Barang ini agak palsu.,Negatif
Kualitasnya benar-benar kasar.,Negatif
Produknya agak oke.,Positif
Paketnya benar-benar mantap.,Positif
Pelayanannya sangat mengecewakan.,Negatif
Bahannya lumayan jelek.,Negatif
Pengirimannya sangat rusak.,Negatif
Kualitasnya agak original.,Positif
Bahannya cukup penyok.,Negatif
Pengirimannya benar-benar kasar.,Negatif
Bahannya agak lambat.,Negatif
Kualitasnya sangat cepat.,Positif
Pengirimannya sangat memuaskan.,Positif
Bahannya terlalu original.,Positif
Pelayanannya terlalu halus.,Positif
Produknya lumayan bagus.,Positif
Produknya agak jelek.,Negatif
Pengirimannya sangat original.,Positif
Bahannya agak cepat.,Positif
Produknya cukup kasar.,Negatif
Kualitasnya benar-benar halus.,Positif
Produknya agak keren.,Positif
Kualitasnya sangat rusak.,Negatif
Pengirimannya lumayan buruk.,Negatif
Bahannya sangat palsu.,Negatif
Kualitasnya lumayan mengecewakan.,Negatif
Paketnya lumayan keren.,Positif
Barang ini cukup original.,Positif
Paketnya terlalu mengecewakan.,Negatif
Kualitasnya agak oke.,Positif
Paketnya lumayan cepat.,Positif
Produknya agak bagus.,Positif
Produknya agak mengecewakan.,Negatif
Kualitasnya agak oke.,Positif
Kualitasnya terlalu buruk.,Negatif
Pelayanannya cukup oke.,Positif
Pengirimannya agak buruk.,Negatif
Produknya terlalu cepat.,Positif
Barang ini cukup rapi.,Positif
Pelayanannya terlalu buruk.,Negatif
Pengirimannya sangat jelek.,Negatif
Pengirimannya cukup buruk.,Negatif
Produknya terlalu kasar.,Negatif
Pengirimannya cukup bagus.,Positif
Kualitasnya terlalu oke.,Positif
Kualitasnya agak rusak.,Negatif
Produknya benar-benar memuaskan.,Positif
Pelayanannya cukup bagus.,Positif
Pengirimannya sangat buruk.,Negatif
Bahannya agak palsu.,Negatif
Bahannya cukup lambat.,Negatif
Kualitasnya lumayan lambat.,Negatif
Produknya agak penyok.,Negatif
Produknya terlalu original.,Positif
Barang ini agak keren.,Positif
Barang ini sangat penyok.,Negatif
Produknya terlalu jelek.,Negatif
Pelayanannya agak rapi.,Positif
Barang ini agak buruk.,Negatif
Kualitasnya benar-benar penyok.,Negatif
Barang ini cukup lambat.,Negatif
Kualitasnya sangat oke.,Positif
Bahannya cukup halus.,Positif
Pengirimannya lumayan rusak.,Negatif
Paketnya lumayan kasar.,Negatif
Pengirimannya agak mengecewakan.,Negatif
Produknya agak original.,Positif
Barang ini agak bagus.,Positif
Pelayanannya benar-benar oke.,Positif
Kualitasnya terlalu bagus.,Positif
Pengirimannya agak jelek.,Negatif
Produknya cukup buruk.,Negatif
Pengirimannya lumayan original.,Positif
Produknya lumayan mengecewakan.,Negatif
Kualitasnya cukup penyok.,Negatif
Bahannya sangat rusak.,Negatif
Kualitasnya terlalu mantap.,Positif
Produknya sangat lambat.,Negatif
Pelayanannya cukup original.,Positif
Pengirimannya benar-benar rapi.,Positif
Produknya lumayan buruk.,Negatif
Paketnya terlalu bagus.,Positif
Barang ini cukup jelek.,Negatif
Pelayanannya sangat original.,Positif
Kualitasnya agak kasar.,Negatif
Barang ini sangat lambat.,Negatif
Bahannya cukup keren.,Positif
Pelayanannya sangat lambat.,Negatif
Bahannya agak halus.,Positif
Paketnya terlalu oke.,Positif
Kualitasnya benar-benar cepat.,Positif
Paketnya agak palsu.,Negatif
Paketnya agak original.,Positif
Barang ini cukup halus.,Positif
Produknya lumayan keren.,Positif
Bahannya cukup memuaskan.,Positif
Barang ini cukup kasar.,Negatif
Pelayanannya sangat original.,Positif
Barang ini agak lambat.,Negatif
Bahannya sangat original.,Positif
Pengirimannya terlalu mengecewakan.,Negatif
Bahannya lumayan buruk.,Negatif
Bahannya lumayan keren.,Positif
Barang ini lumayan mengecewakan.,Negatif
Kualitasnya cukup oke.,Positif
Pengirimannya sangat halus.,Positif
Pengirimannya agak penyok.,Negatif
Pelayanannya agak original.,Positif
Barang ini agak lambat.,Negatif
Paketnya benar-benar cepat.,Positif
Pelayanannya cukup oke.,Positif
Kualitasnya agak memuaskan.,Positif
Pelayanannya sangat original.,Positif
Bahannya cukup mengecewakan.,Negatif
Pengirimannya cukup rusak.,Negatif
Pelayanannya lumayan keren.,Positif
Paketnya terlalu memuaskan.,Positif
Paketnya cukup mantap.,Positif
Pelayanannya sangat keren.,Positif
Barang ini lumayan original.,Positif
Kualitasnya sangat lambat.,Negatif
Barang ini cukup memuaskan.,Positif
Bahannya lumayan cepat.,Positif
Pelayanannya lumayan mantap.,Positif
Barang ini lumayan penyok.,Negatif
Barang ini benar-benar cepat.,Positif
Kualitasnya terlalu mengecewakan.,Negatif
Produknya sangat rapi.,Positif
Barang ini cukup penyok.,Negatif
Bahannya terlalu rapi.,Positif
Kualitasnya lumayan memuaskan.,Positif
Pengirimannya agak mengecewakan.,Negatif
Barang ini terlalu penyok.,Negatif
Bahannya benar-benar jelek.,Negatif
Produknya terlalu kasar.,Negatif
Pengirimannya lumayan penyok.,Negatif
Kualitasnya terlalu buruk.,Negatif
Bahannya agak rusak.,Negatif
Produknya cukup mengecewakan.,Negatif
Bahannya benar-benar cepat.,Positif
Bahannya agak halus.,Positif
Pelayanannya sangat kasar.,Negatif
Pengirimannya lumayan lambat.,Negatif
Paketnya terlalu rapi.,Positif
Kualitasnya lumayan buruk.,Negatif
Pelayanannya terlalu palsu.,Negatif
Pengirimannya sangat palsu.,Negatif
Pelayanannya benar-benar original.,Positif
Kualitasnya sangat original.,Positif
Kualitasnya terlalu memuaskan.,Positif
Pelayanannya benar-benar keren.,Positif
Produknya agak mantap.,Positif
Pelayanannya agak rapi.,Positif
Pengirimannya benar-benar original.,Positif
Kualitasnya lumayan memuaskan.,Positif
Pelayanannya cukup buruk.,Negatif
Produknya lumayan memuaskan.,Positif
Bahannya agak cepat.,Positif
Pelayanannya sangat mengecewakan.,Negatif
Pelayanannya terlalu rusak.,Negatif
Kualitasnya terlalu jelek.,Negatif
Paketnya agak original.,Positif
Kualitasnya terlalu penyok.,Negatif
Pelayanannya benar-benar palsu.,Negatif
Pelayanannya agak buruk.,Negatif
Barang ini benar-benar halus.,Positif
Paketnya agak kasar.,Negatif
Paketnya agak palsu.,Negatif
Bahannya terlalu keren.,Positif
Bahannya sangat penyok.,Negatif
Kualitasnya agak oke.,Positif
Pengirimannya terlalu lambat.,Negatif
Produknya sangat original.,Positif
Pengirimannya cukup halus.,Positif
Pelayanannya cukup bagus.,Positif
Paketnya terlalu rapi.,Positif
Pelayanannya sangat mantap.,Positif
Barang ini agak lambat.,Negatif
Barang ini lumayan buruk.,Negatif
Pelayanannya lumayan bagus.,Positif
Pelayanannya terlalu buruk.,Negatif
Bahannya agak memuaskan.,Positif
Pelayanannya agak rusak.,Negatif
Pelayanannya benar-benar oke.,Positif
Kualitasnya lumayan keren.,Positif
Kualitasnya benar-benar oke.,Positif
Produknya agak palsu.,Negatif
Kualitasnya benar-benar rapi.,Positif
Produknya lumayan buruk.,Negatif
Produknya lumayan cepat.,Positif
Bahannya cukup halus.,Positif
Barang ini sangat keren.,Positif
Paketnya lumayan palsu.,Negatif
Barang ini agak jelek.,Negatif
Paketnya benar-benar rusak.,Negatif
Pelayanannya agak bagus.,Positif
Produknya lumayan halus.,Positif
Pengirimannya agak oke.,Positif
Pengirimannya lumayan jelek.,Negatif
Barang ini terlalu lambat.,Negatif
Barang ini terlalu original.,Positif
Barang ini sangat rapi.,Positif
Paketnya lumayan mantap.,Positif
Pelayanannya sangat jelek.,Negatif
Paketnya terlalu kasar.,Negatif
Pelayanannya sangat palsu.,Negatif
Pengirimannya lumayan mengecewakan.,Negatif
Barang ini lumayan lambat.,Negatif
Pelayanannya agak jelek.,Negatif
Pengirimannya agak halus.,Positif
Barang ini sangat kasar.,Negatif
Paketnya cukup kasar.,Negatif
Pengirimannya sangat mengecewakan.,Negatif
Paketnya terlalu buruk.,Negatif
Produknya sangat oke.,Positif
Kualitasnya cukup lambat.,Negatif
Barang ini benar-benar jelek.,Negatif
Pengirimannya lumayan oke.,Positif
Pengirimannya agak oke.,Positif
Bahannya benar-benar rusak.,Negatif
Pengirimannya agak mengecewakan.,Negatif
Pengirimannya agak mengecewakan.,Negatif
Pelayanannya cukup cepat.,Positif
Bahannya benar-benar oke.,Positif
Bahannya benar-benar memuaskan.,Positif
Kualitasnya cukup palsu.,Negatif
Kualitasnya terlalu lambat.,Negatif
Barang ini sangat palsu.,Negatif
Pelayanannya benar-benar lambat.,Negatif
Pengirimannya agak oke.,Positif
Bahannya terlalu buruk.,Negatif
Kualitasnya benar-benar original.,Positif
Bahannya agak memuaskan.,Positif
Pengirimannya benar-benar keren.,Positif
Produknya cukup halus.,Positif
Barang ini agak penyok.,Negatif
Kualitasnya cukup halus.,Positif
Pelayanannya cukup mengecewakan.,Negatif
Barang ini benar-benar keren.,Positif
Pelayanannya sangat mengecewakan.,Negatif
Pengirimannya lumayan penyok.,Negatif
Barang ini benar-benar lambat.,Negatif
Kualitasnya cukup mantap.,Positif
Paketnya sangat buruk.,Negatif
Barang ini lumayan original.,Positif
Produknya terlalu rusak.,Negatif
Paketnya benar-benar kasar.,Negatif
Bahannya terlalu buruk.,Negatif
Barang ini benar-benar penyok.,Negatif
Pelayanannya cukup keren.,Positif
Pelayanannya benar-benar penyok.,Negatif
Pengirimannya sangat cepat.,Positif
Barang ini sangat halus.,Positif
Produknya cukup kasar.,Negatif
Pengirimannya agak lambat.,Negatif
Kualitasnya terlalu rapi.,Positif
Paketnya benar-benar jelek.,Negatif
Paketnya sangat halus.,Positif
Pelayanannya agak buruk.,Negatif
Bahannya agak mengecewakan.,Negatif
Kualitasnya lumayan kasar.,Negatif
Bahannya cukup rapi.,Positif
Pelayanannya benar-benar penyok.,Negatif
Barang ini sangat original.,Positif
Bahannya cukup buruk.,Negatif
Paketnya cukup lambat.,Negatif
Bahannya agak rapi.,Positif
Kualitasnya benar-benar mengecewakan.,Negatif
Produknya terlalu mengecewakan.,Negatif
Bahannya cukup memuaskan.,Positif
Produknya lumayan palsu.,Negatif
Kualitasnya lumayan memuaskan.,Positif
Barang ini benar-benar mantap.,Positif
Bahannya cukup halus.,Positif
Pengirimannya cukup cepat.,Positif
Produknya cukup original.,Positif
Pelayanannya terlalu mengecewakan.,Negatif
Produknya benar-benar rapi.,Positif
Barang ini sangat oke.,Positif
Barang ini lumayan memuaskan.,Positif
Produknya sangat mengecewakan.,Negatif
Kualitasnya cukup oke.,Positif
Kualitasnya cukup memuaskan.,Positif
Paketnya lumayan kasar.,Negatif
Kualitasnya cukup rapi.,Positif
Paketnya terlalu oke.,Positif
Pengirimannya terlalu mengecewakan.,Negatif
Barang ini benar-benar lambat.,Negatif
Kualitasnya lumayan original.,Positif
Barang ini terlalu kasar.,Negatif
Barang ini terlalu penyok.,Negatif
Produknya cukup kasar.,Negatif
Produknya terlalu original.,Positif
Produknya cukup lambat.,Negatif
Barang ini terlalu original.,Positif
Pengirimannya terlalu mantap.,Positif
Pengirimannya cukup rapi.,Positif
Pelayanannya agak bagus.,Positif
Barang ini cukup lambat.,Negatif
Pelayanannya terlalu rusak.,Negatif
Pelayanannya lumayan buruk.,Negatif
Bahannya lumayan lambat.,Negatif
Kualitasnya sangat cepat.,Positif
Pengirimannya lumayan original.,Positif
Paketnya sangat halus.,Positif
Pengirimannya benar-benar mantap.,Positif
Kualitasnya sangat palsu.,Negatif
Pelayanannya lumayan cepat.,Positif
Kualitasnya agak penyok.,Negatif
Pengirimannya agak kasar.,Negatif
Paketnya lumayan penyok.,Negatif
Paketnya sangat oke.,Positif
Pengirimannya cukup rusak.,Negatif
Kualitasnya benar-benar penyok.,Negatif
Kualitasnya benar-benar penyok.,Negatif
Kualitasnya agak cepat.,Positif
Bahannya terlalu palsu.,Negatif
Kualitasnya cukup mengecewakan.,Negatif
Produknya benar-benar cepat.,Positif
Paketnya sangat kasar.,Negatif
Produknya cukup bagus.,Positif
Kualitasnya benar-benar keren.,Positif
Paketnya sangat cepat.,Positif
Bahannya benar-benar mantap.,Positif
Produknya lumayan mantap.,Positif
Barang ini sangat lambat.,Negatif
Bahannya agak bagus.,Positif
Pengirimannya agak mantap.,Positif
Produknya benar-benar memuaskan.,Positif
Produknya benar-benar mengecewakan.,Negatif
Bahannya benar-benar lambat.,Negatif
Pelayanannya terlalu keren.,Positif
Pelayanannya terlalu cepat.,Positif
Bahannya agak rapi.,Positif
Pelayanannya sangat palsu.,Negatif
Produknya lumayan kasar.,Negatif
Pengirimannya terlalu lambat.,Negatif
Pelayanannya terlalu buruk.,Negatif
Paketnya terlalu keren.,Positif
Bahannya agak cepat.,Positif
Bahannya terlalu oke.,Positif
Paketnya benar-benar cepat.,Positif
Bahannya benar-benar rapi.,Positif
Barang ini lumayan lambat.,Negatif
Produknya benar-benar cepat.,Positif
Paketnya sangat penyok.,Negatif
Kualitasnya sangat mantap.,Positif
Pengirimannya terlalu halus.,Positif
Pengirimannya agak penyok.,Negatif
Barang ini sangat rapi.,Positif
Barang ini cukup lambat.,Negatif
Produknya cukup jelek.,Negatif
Bahannya cukup mengecewakan.,Negatif
Bahannya sangat lambat.,Negatif
Bahannya agak cepat.,Positif
Pengirimannya lumayan keren.,Positif
Barang ini terlalu mantap.,Positif
Produknya lumayan memuaskan.,Positif
Bahannya terlalu lambat.,Negatif
Barang ini agak jelek.,Negatif
Pengirimannya agak original.,Positif
Kualitasnya lumayan rusak.,Negatif
Pelayanannya cukup original.,Positif
Barang ini lumayan lambat.,Negatif
Pelayanannya cukup bagus.,Positif
Kualitasnya agak memuaskan.,Positif
Bahannya sangat jelek.,Negatif
Paketnya terlalu mantap.,Positif
Produknya lumayan rapi.,Positif
Pengirimannya benar-benar palsu.,Negatif
Paketnya agak penyok.,Negatif
Produknya agak cepat.,Positif
Produknya sangat mantap.,Positif
Produknya terlalu kasar.,Negatif
Pengirimannya lumayan halus.,Positif
Barang ini terlalu oke.,Positif
Bahannya cukup mengecewakan.,Negatif
Paketnya benar-benar kasar.,Negatif
Produknya lumayan halus.,Positif
Produknya terlalu palsu.,Negatif
Barang ini cukup palsu.,Negatif
Pengirimannya cukup bagus.,Positif
Produknya agak mengecewakan.,Negatif
Kualitasnya lumayan rusak.,Negatif
Paketnya benar-benar original.,Positif
Kualitasnya lumayan penyok.,Negatif
Barang ini terlalu keren.,Positif
Paketnya terlalu rusak.,Negatif
Pengirimannya benar-benar oke.,Positif
Pengirimannya terlalu original.,Positif
Kualitasnya sangat lambat.,Negatif
Barang ini lumayan palsu.,Negatif
Paketnya agak memuaskan.,Positif
Pelayanannya benar-benar cepat.,Positif
Pelayanannya benar-benar rapi.,Positif
Produknya terlalu jelek.,Negatif
Pelayanannya sangat memuaskan.,Positif
Bahannya benar-benar cepat.,Positif
Kualitasnya lumayan memuaskan.,Positif
Paketnya agak keren.,Positif
Paketnya sangat jelek.,Negatif
Paketnya agak rusak.,Negatif
Produknya terlalu lambat.,Negatif
Bahannya agak buruk.,Negatif
Barang ini agak lambat.,Negatif
Kualitasnya cukup jelek.,Negatif
Kualitasnya cukup halus.,Positif
Pelayanannya agak halus.,Positif
Barang ini benar-benar kasar.,Negatif
Bahannya terlalu rapi.,Positif
Pengirimannya terlalu rapi.,Positif
Kualitasnya terlalu rapi.,Positif
Kualitasnya lumayan penyok.,Negatif
Paketnya lumayan mengecewakan.,Negatif
Paketnya cukup palsu.,Negatif
Produknya lumayan lambat.,Negatif
Pelayanannya benar-benar original.,Positif
Paketnya cukup keren.,Positif
Kualitasnya cukup lambat.,Negatif
Pelayanannya sangat bagus.,Positif
Pelayanannya benar-benar rapi.,Positif
Pengirimannya terlalu penyok.,Negatif
Bahannya sangat palsu.,Negatif
Kualitasnya lumayan bagus.,Positif
Bahannya cukup original.,Positif
Paketnya terlalu rapi.,Positif
Kualitasnya benar-benar rapi.,Positif
Pelayanannya terlalu palsu.,Negatif
Kualitasnya agak lambat.,Negatif
Paketnya cukup buruk.,Negatif
Paketnya agak palsu.,Negatif
Produknya lumayan lambat.,Negatif
Barang ini sangat rapi.,Positif
Bahannya benar-benar mantap.,Positif
Kualitasnya agak keren.,Positif
Bahannya terlalu jelek.,Negatif
Pelayanannya lumayan rusak.,Negatif
Pengirimannya cukup rusak.,Negatif
Bahannya cukup jelek.,Negatif
Bahannya terlalu rapi.,Positif
Barang ini cukup palsu.,Negatif
Kualitasnya agak halus.,Positif
Produknya lumayan halus.,Positif
Produknya terlalu kasar.,Negatif
Kualitasnya sangat original.,Positif
Produknya cukup bagus.,Positif
Paketnya agak bagus.,Positif
Pelayanannya sangat palsu.,Negatif
Pengirimannya terlalu keren.,Positif
Pelayanannya terlalu oke.,Positif
Barang ini benar-benar buruk.,Negatif
Pelayanannya terlalu halus.,Positif
Produknya benar-benar mantap.,Positif
Pelayanannya cukup buruk.,Negatif
Pelayanannya sangat halus.,Positif
Kualitasnya cukup palsu.,Negatif
Pengirimannya benar-benar keren.,Positif
Bahannya terlalu oke.,Positif
Barang ini agak original.,Positif
Paketnya terlalu keren.,Positif
Pelayanannya sangat bagus.,Positif
Kualitasnya agak palsu.,Negatif
Kualitasnya lumayan oke.,Positif
Pelayanannya agak rapi.,Positif
Bahannya sangat mengecewakan.,Negatif
Barang ini agak palsu.,Negatif
Pelayanannya agak original.,Positif
Bahannya lumayan cepat.,Positif
Pelayanannya sangat palsu.,Negatif
Bahannya sangat original.,Positif
Paketnya cukup kasar.,Negatif
Paketnya cukup cepat.,Positif
Pengirimannya agak buruk.,Negatif
Produknya benar-benar rapi.,Positif
Pengirimannya benar-benar kasar.,Negatif
Kualitasnya agak mantap.,Positif
Pengirimannya terlalu mantap.,Positif
Pelayanannya benar-benar rapi.,Positif
Kualitasnya benar-benar mengecewakan.,Negatif
Pengirimannya lumayan mantap.,Positif
Paketnya cukup buruk.,Negatif
Kualitasnya terlalu memuaskan.,Positif
Pengirimannya terlalu jelek.,Negatif
Pengirimannya agak penyok.,Negatif
Bahannya cukup halus.,Positif
Bahannya lumayan mantap.,Positif
Pengirimannya terlalu penyok.,Negatif
Kualitasnya terlalu buruk.,Negatif
Kualitasnya sangat oke.,Positif
Paketnya agak palsu.,Negatif
Bahannya benar-benar penyok.,Negatif
Kualitasnya terlalu original.,Positif
Produknya agak rusak.,Negatif
Pelayanannya cukup keren.,Positif
Pengirimannya lumayan buruk.,Negatif
Barang ini benar-benar rusak.,Negatif
Barang ini cukup lambat.,Negatif
Produknya cukup rapi.,Positif
Paketnya cukup lambat.,Negatif
Produknya benar-benar lambat.,Negatif
Produknya sangat halus.,Positif
Pelayanannya lumayan penyok.,Negatif
Barang ini cukup jelek.,Negatif
Bahannya sangat kasar.,Negatif
Barang ini sangat lambat.,Negatif
Kualitasnya cukup rusak.,Negatif
Bahannya agak keren.,Positif
Produknya terlalu jelek.,Negatif
Bahannya terlalu original.,Positif
Pelayanannya sangat buruk.,Negatif
Bahannya cukup penyok.,Negatif
Produknya sangat oke.,Positif
Bahannya agak jelek.,Negatif
Pengirimannya cukup kasar.,Negatif
Produknya terlalu rusak.,Negatif
Barang ini sangat palsu.,Negatif
Barang ini benar-benar oke.,Positif
Produknya benar-benar lambat.,Negatif
Produknya terlalu cepat.,Positif
Produknya agak cepat.,Positif
Pengirimannya sangat kasar.,Negatif
